"TI"	"PY"	"AU"	"DOI"	"IDW"	"IDS"	"C1W"	"C1S"	"Coder"	"DT"	"SO"	"AK"
"A SIMPLE HIGH-PRESSURE ANVIL AND TEMPLATE DEVICE FOR THE PRODUCTION OF INFRARED-SPECTRA FROM MICROFIBER SAMPLES"	1992	"WHITE GW"	"10.1520/jfs13270j"	""	"ACETIC ACID;  POLYACRYLIC ACID;  POLYESTER;  POLYETHYLENE;  POLYPROPYLENE; ARTICLE;  DEVICE;  FORENSIC SCIENCE;  INFRARED SPECTROMETRY;  MICROANALYSIS;  NYLON FIBER;  OPTICAL DENSITY;  PRIORITY JOURNAL"	"GOVT CHEM LABS,FORENS CHEM SECT,ARCHERFIELD,QLD 4108,AUSTRALIA"	"FORENSIC CHEMISTRY SECTION, GOVERNMENT CHEMICAL LABORATORY, P.O. BOX 594, ARCHERFIELD, QLD 4108, AUSTRALIA"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF FORENSIC SCIENCES"	"FORENSIC SCIENCE;INFRARED SPECTRA;FIBERS;SYNTHETIC FIBERS;ANVIL;MICROINFRARED SPECTRA;ACRYLIC;MODACRYLIC;NYLON;POLYESTER;POLYETHYLENE;RAYON;ACETATE;POLYPROPYLENE;POLYPRO PYLENE"
"A SIMPLE SOLUBILITY TESTS FOR THE DISCRIMINATION OF ACRYLIC AND MODACRYLIC FIBERS"	2014	"SUGA K;NARITA Y;SUZUKI S"	"10.1111/1556-4029.12370"	""	""	"SUZUKI, S (CORRESPONDING AUTHOR), NATL RES INST POLICE SCI, 6-3-1 KASHIWANOHA, KASHIWA, CHIBA 2770882, JAPAN; SUGA, KEISUKE, KAGAWA PREFECTURE POLICE HQ, FORENS SCI LAB, TAKAMATSU, KAGAWA 760857, JAPAN; NARITA, YUJI, HOKKAIDO PREFECTURE POLICE HQ, HAKODATE BRANCH, FORENS SCI LAB, HAKODATE, HOKKAIDO 0408511, JAPAN; SUZUKI, SHINICHI, NATL RES INST POLICE SCI, KASHIWA, CHIBA 2770882, JAPAN"	"FORENSIC SCIENCE LABORATORY, KAGAWA PREFECTURE POLICE H.Q., 4-1-10 BANCHO, TAKAMATSU-SHI, KAGAWA PREFECTURE, 760-857, JAPAN;FORENSIC SCIENCE LABORATORY, HAKODATE BRANCH OF HOKKAIDO PREFECTURE POLICE H.Q., 15-5 GORYOKAKU-CHO, HAKODATE-SHI, HOKKAIDO, 040-8511, JAPAN;NATIONAL RESEARCH INSTITUTE OF POLICE SCIENCE, 6-3-1 KASHIWANOHA, KASHIWA-SHI, CHIBA-PREFECTURE, 277-0882, JAPAN"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF FORENSIC SCIENCES"	"TRACE PHYSICAL EVIDENCE;DISSOLUTION TEST;FORENSIC SCIENCE;ACRYLIC;FIBER;N;N-DIMETHYLFORMAMIDE;MODACRYLIC;ACRYLIC FIBER"
"A STUDY IN RELATION TO THE RANDOM DISTRIBUTION OF FOUR FIBRE TYPES ON CLOTHING - (INCORPORATING A REVIEW OF PREVIOUS TARGET FIBRE STUDIES)"	2004	"WIGGINS KG;DRUMMOND P;CHAMPOD TH"	"10.1016/S1355-0306(04)71706-2"	"HEAD HAIR; SIMULATED CONTACTS; CAR SEATS; PERSISTENCE"	"ACRYLIC ACID RESIN;  POLYESTER; AUTOANALYSIS;  CLOTHING;  FORENSIC IDENTIFICATION;  HOUSEHOLD;  INFRARED SPECTROSCOPY;  MICROSCOPY;  MICROSPECTROPHOTOMETRY;  PUBLICATION;  REVIEW;  TEXTILE FIBER;  WOOL"	"WIGGINS, K (CORRESPONDING AUTHOR), LONDON LAB, FORENS SCI SERV, 109 LAMBETH RD, LONDON SE1 7LP, ENGLAND; LONDON LAB, FORENS SCI SERV, LONDON SE1 7LP, ENGLAND; FORENS SCI SERV INC, SOLIHULL B37 7YN, W MIDLANDS, ENGLAND"	"FORENSIC SCIENCE SERVICE, LONDON LABORATORY, 109 LAMBETH RD, LONDON SE1 7LP, UNITED KINGDOM;FORENSIC SCIENCE SERVICE, BIRMINGHAM BUSINESS PARK, SOLIHULL, W MIDLANDS B37 7YN, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;FIBRES;CLOTHING;EVIDENTIAL VALUE;TARGET FIBRE;STUDIES;AUTOMATIC FIBRE FINDER;TARGET FIBRE STUDIES"
"A STUDY OF BLACK FLEECE GARMENTS: CAN FLEECE FIBRES BE RECOGNIZED AND HOW VARIABLE ARE THEY?"	2016	"LUNSTROOT K;ZIERNICKI D;VANDEN DRIESSCHE T"	"10.1016/j.scijus.2015.12.006"	"POLYESTER FIBERS; EVIDENTIAL VALUE; COTTON FIBERS; PATTERN-RECOGNITION;; INDIVIDUALITY; BLUE"	"POLYAMIDE;  POLYESTER; ABSORPTION SPECTROSCOPY;  ARTICLE;  BRIGHT FIELD MICROSCOPY;  FLEECE GARMENT;  FLUORESCENCE MICROSCOPY;  INFRARED SPECTROSCOPY;  MICROSCOPY;  MICROSPECTROPHOTOMETRY;  POLARIZED MICROSCOPY;  SURFACE PROPERTY;  TEXTILE"	"LUNSTROOT, K (CORRESPONDING AUTHOR), NATL INST CRIMINALIST \& CRIMINOL, FIBRES \& TEXT LAB, VILVOORDSESTEENNWEG 100, B-1120 BRUSSELS, BELGIUM; LUNSTROOT, K; ZIERNICKI, D; VANDEN DRIESSCHE, T, NATL INST CRIMINALIST \& CRIMINOL, FIBRES \& TEXT LAB, VILVOORDSESTEENNWEG 100, B-1120 BRUSSELS, BELGIUM"	"NATIONAL INSTITUTE FOR CRIMINALISTICS AND CRIMINOLOGY, FIBRES AND TEXTILES LABORATORY, VILVOORDSESTEENNWEG 100, BRUSSELS, B-1120, BELGIUM"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC FIBRE INVESTIGATION;FLEECE GARMENTS;BLACK POLYESTER FIBRES;FIBRE DISCRIMINATION"
"A STUDY OF THE NUMERICAL DISTRIBUTION OF FIBRES TRANSFERRED FROM BLENDED FABRICS"	1986	"PARYBYK AE;LOKAN RJ"	"10.1016/S0015-7368(86)72447-X"	""	"ACRYL;  NYLON;  POLYESTER FIBER;  UNCLASSIFIED DRUG;  VISCOSE; CONTROLLED STUDY;  COTTON;  DIAGNOSIS;  EDUCATION;  ETIOLOGY;  IDENTIFICATION;  LEGAL ASPECT;  NONHUMAN;  PRELIMINARY COMMUNICATION;  PRIORITY JOURNAL;  TEXTILE FIBER;  THEORETICAL STUDY;  TRANSFER;  WOOL"	""	"FORENSIC SCIENCE CENTRE, 21 DIVETT PLACE, ADELAIDE, SOUTH AUSTRALIA, 5000, AUSTRALIA"	"Scopus"	"ARTICLE"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"BLENDS;COMPOSITION BY NUMBER;DIFFERENTIAL TRANSFER;FIBRES"
"A STUDY ON THE RANDOM DISTRIBUTION OF A RED ACRYLIC TARGET FIBRE"	1997	"BRSCHWEILER W;GRIEVE MC;BRUSCHWEILER W;GRIEVE MC"	"10.1016/S1355-0306(97)72152-X"	"FIBERS"	"ACETONITRILE;  ACRYLIC ACID COPOLYMER;  VINYL ACETATE; ARTICLE;  CLOTHING;  COLOR;  EUROPE;  FIBER;  FORENSIC SCIENCE;  LABORATORY;  MARKETING;  RANDOMIZATION;  STATISTICAL CONCEPTS;  TEXTILE"	"BRUSCHWEILER, W (CORRESPONDING AUTHOR), STADTPOLIZEI ZURICH,SCI FORENS SERV,ZEUGHAUSSTR 11,CH-8004 ZURICH,SWITZERLAND; BUNDESKRIMINALAMT,FORENS SCI INST,D-65193 WIESBADEN,GERMANY"	"SCIENTIFIC FORENSIC SERVICE, STADTPOLIZEI ZRICH, ZEUGHAUSSTRAE 11, CH-8004 ZRICH, SWITZERLAND;KT 33 TEXTILKUNDE, FORENSIC SCIENCE INSTITUTE, BUNDESKRIMINALAMT, THAERSTRAE 11, 65193 WIESBADEN, GERMANY"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;CRIMINALISTICS;FIBRES;TARGET FIBRE;EUROPEAN FIBRES;GROUP;ACRYLIC;FTIR MICROSCOPY;EVIDENTIAL VALUE;EUROPEAN FIBRES GROUP"
"A STUDY TO INVESTIGATE THE FEASIBILITY OF USING X-RAY FLUORESCENCE MICROANALYSIS TO IMPROVE DISCRIMINATION BETWEEN COLORLESS SYNTHETIC FIBERS"	1997	"CARTIER J;ROUX CP;GRIEVE MC"	"10.1520/jfs14254j"	"INFRARED MICROSCOPY"	"ACRYLIC ACID;  POLYESTER; ARTICLE;  CRIME;  FIBER;  FORENSIC SCIENCE;  FOURIER TRANSFORMATION;  MICROANALYSIS;  PRIORITY JOURNAL;  SPECTROMETRY;  X RAY FLUORESCENCE"	"UNIV TECHNOL SYDNEY,DEPT CHEM,BROADWAY,NSW 2007,AUSTRALIA; UNIV LAUSANNE,INST POLICE SCI \& CRIMINOL,BCH,CH-1015 LAUSANNE,SWITZERLAND; GERMAN FED POLICE OFF,FORENS SCI INST,TEXT KUNDE KT 33,D-65193 WIESBADEN,GERMANY"	"INST. POLICE SCI. ET DE CRIMINOLOGIE, UNIVERSITY OF LAUSANNE, UNIL-BCH, 1015 LAUSANNE, SWITZERLAND;DEPARTMENT OF CHEMISTRY, UNIVERSITY OF TECHNOLOGY SYDNEY, P.O. BOX 123, BROADWAY, NSW 2007, AUSTRALIA;TEXTILKUNDE KT 33, FORENSIC SCIENCE INSTITUTE, GERMAN FEDERAL POLICE OFFICE, THAERSTRASSE 11, 65193 WIESBADEN, GERMANY"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF FORENSIC SCIENCES"	"FORENSIC SCIENCE;CRIMINALISTICS;COLORLESS FIBERS;ACRYLIC;POLYESTER;BRIGHTFIELD MICROSCOPY;FLUORESCENCE MICROSCOPY;FOURIER TRANSFORM;INFRARED MICROSPECTROMETRY;X-RAY FLUORESCENCE MICROANALYSIS;FOURIER TRANSFORM INFRARED MICROSPECTROMETRY"
"A SURVEY OF EXTRACTION SOLVENTS IN THE FORENSIC ANALYSIS OF TEXTILE DYES"	2016	"GROVES E;PALENIK CS;PALENIK CS"	"10.1016/j.forsciint.2016.03.043"	"FIBERS; CLASSIFICATION; POLYACRYLONITRILE; NYLON; DISCRIMINATION;; POLYESTER; COTTON"	"ACETIC ACID;  ACETONE;  ALCOHOL;  AMMONIA;  ANILINE;  CAPROLACTAM;  CELLULASE;  CHLOROBENZENE;  CHLOROFORM;  DYE;  ETHYLENEDIAMINE;  PYRIDINE;  WATER; ARTICLE;  CHEMICAL ANALYSIS;  INFRARED SPECTROSCOPY;  PRIORITY JOURNAL;  RAMAN SPECTROMETRY;  SOLVENT EXTRACTION;  TEXTILE FIBER;  TEXTILE INDUSTRY;  THIN LAYER CHROMATOGRAPHY"	"GROVES, E (CORRESPONDING AUTHOR), MICROTRACE LLC, 790 FLETCHER DR,SUITE 106, ELGIN, IL 60123 USA; GROVES, ETHAN; PALENIK, CHRISTOPHER S; PALENIK, SKIP, MICROTRACE LLC, 790 FLETCHER DR,SUITE 106, ELGIN, IL 60123 USA"	"MICROTRACE LLC 790 FLETCHER DR., SUITE 106, ELGIN, IL  60123, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"FORENSIC SCIENCE;TRACE EVIDENCE;TEXTILE FIBERS;EXTRACTION;DYES;PYRIDINE:WATER"
"A SURVEY ON THE EVIDENTIAL VALUE OF FIBRES AND ON THE INTERPRETATION OF THE FINDINGS IN FIBRE TRANSFER CASES. PART 1 - FIBRE FREQUENCIES"	2000	"GRIEVE MC"	"10.1016/S1355-0306(00)71975-7"	"COMPUTERIZED DATA-BASE; MAIL-ORDER GARMENTS; TEXTILE FIBERS; ACRYLIC; FIBERS; DATA-BANK; POPULATION"	"ANALYTIC METHOD;  ARTICLE;  CLOTHING;  FIBER;  FORENSIC SCIENCE;  RELIABILITY;  VALIDATION PROCESS"	"GRIEVE, MC (CORRESPONDING AUTHOR), FORENS SCI INST, THAERSTR 11, D-65193 WIESBADEN, GERMANY; FORENS SCI INST, D-65193 WIESBADEN, GERMANY"	"TEXTILKUNDE KT33, FORENSIC SCIENCE INSTITUTE, THAERSTRASSE 11, 65193 WIESBADEN, GERMANY"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;FIBRES;EVIDENTIAL VALUE;FIBRE FREQUENCIES;DATABASES;BAYES THEOREM"
"A SURVEY ON THE EVIDENTIAL VALUE OF FIBRES AND THE INTERPRETATION OF THE FINDINGS IN FIBRE TRANSFER CASES. PART 2 - INTERPRETATION AND REPORTING"	2000	"GRIEVE MC"	"10.1016/S1355-0306(00)71976-9"	"FRAMEWORK; CASEWORK"	"ANALYTIC METHOD;  ARTICLE;  CLOTHING;  FIBER;  FORENSIC SCIENCE;  RELIABILITY"	"GRIEVE, MC (CORRESPONDING AUTHOR), FORENS SCI INST, THAERSTR 11, D-65193 WIESBADEN, GERMANY; FORENS SCI INST, D-65193 WIESBADEN, GERMANY"	"TEXTILKUNDE KT 33, FORENSIC SCIENCE INSTITUTE, THAERSTRASSE 11, 65193 WIESBADEN, GERMANY"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;FIBRES;EVIDENTIAL VALUE;CASE REPORTING;BAYES;THEOREM;BAYES THEOREM"
"A TARGET FIBER STUDY USING CINEMA AND CAR SEATS AS RECIPIENT ITEMS"	1996	"PALMER R;CHINHERENDE V"	"10.1520/jfs14001j"	""	"ARTICLE;  AUDIOVISUAL EQUIPMENT;  CAR;  CLOTHING;  CRIMINOLOGY;  FIBER;  FORENSIC SCIENCE;  PRIORITY JOURNAL"	"PALMER, R (CORRESPONDING AUTHOR), TAYSIDE POLICE HQ,POLICE FORENS SCI LAB,W BELL ST,DUNDEE DD1,SCOTLAND; FORENS SCI LAB,HARARE,ZIMBABWE"	"POLICE FORENSIC SCIENCE LABORATORY, TAYSIDE POLICE HQ, WEST BELL ST., DUNDEE DD1, UNITED KINGDOM;FORENSIC SCIENCE LABORATORY, CAUSEWAY, HARARE, ZIMBABWE"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF FORENSIC SCIENCES"	"FORENSIC SCIENCE;CRIMINALITISTICS;FIBER TRANSFER;FIBERS;TARGET;STUDIES;CINEMA SEATS;CAR SEATS;ACRYLIC;COTTON;TARGET STUDIES"
"A TARGET FIBRE STUDY ON SEATS IN PUBLIC HOUSES"	1998	"KELLY E;GRIFFIN RME"	"10.1016/S1355-0306(98)72071-4"	"CAR SEATS; FIBERS"	"DYE; ARTICLE;  COLOR;  FIBER;  FORENSIC SCIENCE;  MICROSCOPY;  MICROSPECTROPHOTOMETRY;  SEAT;  TEXTILE;  THIN LAYER CHROMATOGRAPHY;  UNITED KINGDOM;  WOOL"	"GRIFFIN, RME (CORRESPONDING AUTHOR), FORENS SCI AGCY NO IRELAND, 151 BELFAST RD, CARRICKFERGUS BT38 8PL, NORTH IRELAND; FORENS SCI AGCY NO IRELAND, CARRICKFERGUS BT38 8PL, NORTH IRELAND; UNIV STRATHCLYDE, FORENS SCI UNIT, GLASGOW G1 1XW, LANARK, SCOTLAND"	"FORENSIC SCIENCE UNIT, UNIVERSIRY OF STRATHCLYDE, 204 GEORGE STREET, GLASGOW G1 1XW, UNITED KINGDOM;FORENSIC SCI. AGY. OF N. IRELAND, 151 BELFAST RD, CARRICKFERGUS BT38 8PL, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;CRIMINALISTICS;FIBRE EVIDENCE;TARGET FIBRES;SEATS;PUBLIC HOUSES;FX5"
"A TEXTILE FIBRE SURVEY AS AN AID TO THE INTERPRETATION OF FIBRE EVIDENCE IN THE SYDNEY REGION"	2001	"CANTRELL S;ROUX CP;MAYNARD P;ROBERTSON J"	"10.1016/S0379-0738(01)00520-5"	""	"POLYESTER; ARTICLE;  AUDIOVISUAL EQUIPMENT;  AUSTRALIA;  COLOR;  COTTON;  FIBER;  FLUORESCENCE;  POPULATION RESEARCH;  PRIORITY JOURNAL;  SEAT;  TEXTILE; AUSTRALIA;  FORENSIC MEDICINE;  HUMANS;  TEXTILES"	""	"DEPARTMENT OF CHEMISTRY, MATERIALS AND FORENSIC SCIENCE, UNIVERSITY OF TECHNOLOGY, P.O. BOX 123, BROADWAY, SYDNEY, NSW 2007, AUSTRALIA;FORENSIC SERVICES, AUSTRALIAN FEDERAL POLICE, G.P.O. BOX 401, CANBERRA, ACT 2601, AUSTRALIA"	"Scopus"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"EVIDENTIAL VALUE;FIBRES;FREQUENCY;POPULATION;SURVEY"
"A WORKSHOP APPROACH TO IMPROVING THE UNDERSTANDING OF THE SIGNIFICANCE OF FIBRES EVIDENCE"	1993	"COOK R;EVETT LW;JACKSON G;ROGERS M"	"10.1016/S0015-7368(93)72998-9"	""	"ARTICLE;  CASE STUDY;  FIBER;  FORENSIC IDENTIFICATION;  SKILL;  TRAINING;  WORKSHOP"	""	"METROPOLITAN POLICE FORENSIC SCIENCE LABORATORY, 109 LAMBETH ROAD, LONDON, SE1 7LP, UNITED KINGDOM;FORENSIC SCIENCE SERVICE, CENTRAL RESEARCH AND SUPPORT ESTABLISHMENT, ALDERMASTON, READING, BERKSHIRE, RG7 4PN, UNITED KINGDOM;FORENSIC SCIENCE SERVICE, CHORLEY LABORATORY, WASHINGTON HALL, EUXTON, CHORLEY, LANCASHIRE, PR7 6HJ, UNITED KINGDOM;FORENSIC SCIENCE SERVICE, CHEPSTOW LABORATORY, USK ROAD, CHEPSTOW, GWENT, NP6 6YE, UNITED KINGDOM"	"Scopus"	"ARTICLE"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"BAYESIAN;FIBRES;INTERPRETATION;PERSISTENCE;STATISTICS;TRAINING;TRANSFERENCE"
"AN ATTEMPT TO ASSESS THE RELEVANCE OF TEXTILE FIBRES RECOVERED FROM CAR SEATS"	1997	"ROUX CP;MARGOT P"	"10.1016/S1355-0306(97)72195-6"	""	"ARTICLE;  CAR;  CRIME;  FIBER;  FORENSIC SCIENCE;  SEAT;  TEXTILE"	"ROUX, C (CORRESPONDING AUTHOR), UNIV TECHNOL SYDNEY,DEPT CHEM,POB 123,SYDNEY,NSW 2007,AUSTRALIA; UNIL,INST POLICE SCI \& CRIMINOL,CH-1015 LAUSANNE,SWITZERLAND"	"DEPARTMENT OF CHEMISTRY, UNIVERSITY OF TECHNOLOGY SYDNEY, PO BOX 123, BROADWAY, NSW 2007, AUSTRALIA;INST. POLICE SCI. ET DE CRIMINOLOGIE, UNIL-BTIMENT DE CHIMIE, CH-1015 LAUSANNE-DORIGNY, SWITZERLAND"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;CRIMINALISTICS;FIBRE EVIDENCE;RELEVANCE OF TRANSFER;MATERIALS;CAR SEATS;RELEVANCE OF TRANSFER MATERIALS"
"AN EVALUATION OF THE MAXCAN FIBRE FINDER VERSION 3.3 ON COTTON FIBRES"	2003	"LANGDON S;MAYNARD P;ROBERTSON J;ROUX CP"	"10.1016/S0379-0738(03)00180-4"	""	"ARTICLE;  COLOR;  COTTON;  EVALUATION;  FIBER;  FORENSIC MEDICINE;  OPERATOR;  PRIORITY JOURNAL;  SWEDEN"	""	"CENTRE FOR FORENSIC SCIENCE, UNIVERSITY OF TECHNOLOGY, SYDNEY, P.O. BOX 123, SYDNEY, NSW 2007, AUSTRALIA;FORENSIC SERVICES, AUSTRALIAN FEDERAL POLICE, GPO BOX 401, CANBERRA, ACT 2601, AUSTRALIA;FORENSIC SERVICES GROUP, NEW SOUTH WALES POLICE SERVICE, SYDNEY, NSW, AUSTRALIA"	"Scopus"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"FIBRE FINDER SYSTEM;MAXCAN SYSTEM;TAPE LIFTS;TRACE EVIDENCE"
"AN EVALUATION OF THE SIGNIFICANCE OF TRANSFERS OF DEBRIS: CRITERIA FOR ASSOCIATION AND EXCLUSION"	1999	"CWIKLIK C"	"10.1520/jfs14583j"	"FIBER TRANSFER EVIDENCE; TEXTILE FIBERS; SIMULATED CONTACTS; CAR SEATS;; SECONDARY TRANSFER; CLOTHING MATERIALS; TARGET FIBER; GLASS FRAGMENTS;; PERSISTENCE; HAIR"	"ARTICLE;  ASSOCIATION;  BAYES THEOREM;  DECISION MAKING;  DUST;  EVALUATION;  PRIORITY JOURNAL;  PROBABILITY"	"CWIKLIK, C (CORRESPONDING AUTHOR), CWIKLIK \& ASSOCIATES, MICROSCOPY \& FORENS CONSULTING, 2400 6TH AVE S 257, SEATTLE, WA 98134 USA; CWIKLIK \& ASSOCIATES, MICROSCOPY \& FORENS CONSULTING, SEATTLE, WA 98134 USA"	"2400 SIXTH AVENUE SOUTH #257, SEATTLE, WA, UNITED STATES;2400 6TH AVENUE SOUTH #257, SEATTLE, WA 98134, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF FORENSIC SCIENCES"	"FORENSIC SCIENCE;CRIMINALISTICS;TRACE EVIDENCE;TRANSFER;DEBRIS;DUST;PARTICLES;FIBERS;ASSOCIATIVE EVIDENCE;EVALUATION;MICROSCOPY;SETS;PROBABILITY;BAYES' THEOREM"
"AN IMPROVED METHOD OF PREPARING FIBER CROSS SECTIONS"	1986	"GRIEVE MC;KOTOWSKI TM"	"10.1016/S0015-7368(86)72443-2"	""	"CONTROLLED STUDY;  CROSS SECTION;  DIAGNOSIS;  EDUCATION;  ETIOLOGY;  IDENTIFICATION;  NONHUMAN;  PRELIMINARY COMMUNICATION;  PRIORITY JOURNAL;  STAINING;  TEXTILE FIBER;  THEORETICAL STUDY"	""	"USACIL-EUROPE, BETTS AREA 272, FRIEDBERGER LANDSTRASSE, FRANKFURT AM MAIN, GERMANY"	"Scopus"	"NOTE"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"CRIMINALISTICS;CROSS-SECTIONS;FIBERS"
"AN INDEX OF TEXTILE FIBRES INTRODUCED DURING THE LAST DECADE"	1992	"GRIEVE MC"	"10.1016/S0015-7368(92)73044-8"	""	"ARTICLE;  EXAMINATION;  REFERENCE VALUE;  TEXTILE"	""	"USACIL-EUROPE, BETTS AREA, 272 FRIEDBERGER LANDSTRASSE, FRANKFURT/MAIN, GERMANY"	"Scopus"	"NOTE"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"FIBRES;GENERIC TYPES;MANUFACTURERS;TRADE NAMES"
"AN INVESTIGATION INTO SECONDARY TRANSFERTHE TRANSFER OF TEXTILE FIBRES TO SEATS"	2017	"PALMER R;SHERIDAN K;PUCKETT J;RICHARDSON N;LO W"	"10.1016/j.forsciint.2017.07.035"	""	"POLYESTER; ARTICLE;  CLOTHING;  CONTROLLED STUDY;  COTTON;  CRIME;  EXPERIMENTAL DESIGN;  FORENSIC IDENTIFICATION;  LEGAL EVIDENCE;  PRIORITY JOURNAL;  SEAT;  TEXTILE FIBER;  TIME FACTOR"	""	"THE FORENSIC SCIENCE UNIT, FACULTY OF HEALTH AND LIFE SCIENCES, NORTHUMBRIA UNIVERSITY, ELLISON BUILDING, NEWCASTLE UPON TYNE, UNITED KINGDOM"	"Scopus"	"ARTICLE"	"FORENSIC SCIENCE INTERNATIONAL"	"FIBRES;INTERPRETATION;PERSISTENCE;SEATS;SECONDARY TRANSFER"
"AN INVESTIGATION INTO THE EFFECT OF SURVEILLANCE DRONES ON TEXTILE EVIDENCE AT CRIME SCENES"	2017	"BUCKNELL A;BASSINDALE T"	"10.1016/j.scijus.2017.05.004"	""	"ARTICLE;  BUILDING;  COMPARATIVE STUDY;  CRIME;  FORENSIC SCIENCE;  GENERAL MEDICAL DEVICE;  HOME;  LEGAL EVIDENCE;  POLICE;  QUADCOPTER DRONE;  SEXUAL ASSAULT;  TABLET MACHINE;  TEXTILE;  TEXTILE FIBER;  WORKPLACE"	"BASSINDALE, T (CORRESPONDING AUTHOR), SHEFFIELD HALLAM UNIV, DEPT BIOSCI, BIOMOL SCI RES CTR, HOWARD ST, SHEFFIELD S1 1WB, S YORKSHIRE, ENGLAND; BUCKNELL, ALISTAIR; BASSINDALE, TOM, SHEFFIELD HALLAM UNIV, DEPT BIOSCI, BIOMOL SCI RES CTR, HOWARD ST, SHEFFIELD S1 1WB, S YORKSHIRE, ENGLAND"	"BIOMOLECULAR SCIENCES RESEARCH CENTRE, DEPARTMENT OF BIOSCIENCES, SHEFFIELD HALLAM UNIVERSITY, HOWARD STREET, SHEFFIELD, S1 1WB, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"TRACE EVIDENCE;DRONE;FIBRES;CRIME SCENE;FORENSIC SCIENCE"
"AN INVESTIGATION INTO THE PERSISTENCE OF TEXTILE FIBRES ON BURIED CARCASSES"	2014	"DEBATTISTA R;TIDY H;THOMPSON TJU;ROBERTSON P;DEBATTISTA R;TIDY H;THOMPSON P"	"10.1016/j.scijus.2014.03.002"	"HEAD HAIR; TARGET FIBER; CAR SEATS; SECONDARY TRANSFER; COTTON FIBERS;; HUMAN-SKIN; PIG SKIN; POPULATION; EARTHWORMS; BIOTURBATION"	"ARTICLE;  CARCASS;  COTTON;  DECOMPOSITION;  MAGGOT;  NONHUMAN;  PHOTOGRAPHY;  SKIN;  SOIL;  SWINE;  TEXTILE FIBER;  ULTRAVIOLET RADIATION;  WOOL;  ADHESION;  ANIMAL TISSUE;  ARTICLE;  FORENSIC SCIENCE;  HINDLIMB;  PHYSICAL ANTHROPOLOGY;  PIG;  POSTHUMOUS CARE;  TAPHONOMY; BURIAL;  FIBRE PERSISTENCE;  FORENSIC ARCHAEOLOGY; ANIMALS;  BURIAL;  EXHUMATION;  FORENSIC PATHOLOGY;  MODELS; ANIMAL;  POSTMORTEM CHANGES;  TEXTILES;  ULTRAVIOLET RAYS"	"DEBATTISTA, R (CORRESPONDING AUTHOR), EX ROYAL NAVAL HOSP, DIAGNOST SCI LABS, CONSERVAT DIV, HERITAGE MALTA, MARINA ST,KALKARA KKR 1524, BIGHI, MALTA; DEBATTISTA, ROSLYN; TIDY, HELEN; THOMPSON, TIM J U; ROBERTSON, PETER, UNIV TEESSIDE, SCH SCI \& ENGN, MIDDLESBROUGH TS1 3BA, CLEVELAND, ENGLAND"	"SCHOOL OF SCIENCE AND ENGINEERING, TEESSIDE UNIVERSITY, MIDDLESBROUGH, CLEVELAND TS1 3BA, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"SCIENCE AND JUSTICE"	"FORENSIC SCIENCE;FIBRE PERSISTENCE;FORENSIC ARCHAEOLOGY;SKIN;TAPHONOMY;BURIAL"
