"TI"	"PY"	"AU"	"AIKW"	"IDW"	"AIKS"	"IDS"	"C1W"	"C1S"	"DOI"	"SO"	"DT"	"AIK"
"PRINCIPAL COMPONENT ANALYSIS AND ANALYSIS OF VARIANCE ON THE EFFECTS OF ENTELLAN NEW ON THE RAMAN SPECTRA OF FIBERS"	2012	"YU MML;SANDERCOCK PML"	"FORENSIC SCIENCE; RAMAN MICROSPECTROSCOPY; FIBERS; PRINCIPAL COMPONENT; ANALYSIS; ANALYSIS OF VARIANCE; ENTELLAN NEW; PCA; ANOVA"	"FORENSIC ANALYSIS; MOUNTING MEDIUM; SPECTROSCOPY; IDENTIFICATION;; FINGERPRINTS; POLYAMIDES; RECOVERY; DRUGS; ABUSE; DNA"	"ANALYSIS OF VARIANCE;  ANOVA;  ENTELLAN NEW;  FIBERS;  FORENSIC SCIENCE;  PCA;  PRINCIPAL COMPONENT ANALYSIS;  RAMAN MICROSPECTROSCOPY"	"NA"	"SANDERCOCK, PML (REPRINT AUTHOR), NATL CTR FORENS SERV ALBERTA, TRACE EVIDENCE SERV, 15707-118 AVE, EDMONTON, AB T5V 1B7, CANADA; YU, MARCIA M L; SANDERCOCK, P MARK L, NATL CTR FORENS SERV ALBERTA, TRACE EVIDENCE SERV, EDMONTON, AB T5V 1B7, CANADA"	"TRACE EVIDENCE SERVICES,NATIONAL CENTRE FOR FORENSIC SERVICES - ALBERTA,ROYAL CANADIAN MOUNTED POLICE,15707-118 AVENUE,EDMONTON,AB T5V 1B7,CANADA"	"10.1111/j.1556-4029.2011.01951.x"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"FORENSIC SCIENCE;RAMAN MICROSPECTROSCOPY;FIBERS;PRINCIPAL COMPONENT;ANALYSIS;ANALYSIS OF VARIANCE;ENTELLAN NEW;PCA;ANOVA;PRINCIPAL COMPONENT ANALYSIS"
"RAMAN SPECTROSCOPY AND MICROSPECTROPHOTOMETRY OF REACTIVE DYES ON COTTON FIBRES: ANALYSIS AND DETECTION LIMITS"	2012	"MASSONNET G;BUZZINI P;MONARD F;JOCHEM G;FIDO L;BELL S;STAUBER M;COYLE TJ;ROUX CP;HEMMINGS J;LEIJENHORST HAL;VAN ZANTEN Z;WIGGINS KG;SMITH S;SAUNEUF T;ROSENGARTEN A;MEILE C;BLUMER A;CHABLI S;KETTERER S"	"FORENSIC SCIENCE; RAMAN SPECTROSCOPY; MSP; MICROSCOPY; COTTON FIBRES; REACTIVE DYES; DETECTION LIMIT"	"FORENSIC ANALYSIS; SINGLE FIBERS; MICROSPECTROSCOPY; BLUE;; INDIVIDUALITY; DYESTUFFS"	"COTTON FIBRES;  DETECTION LIMIT;  FORENSIC SCIENCE;  MICROSCOPY;  MSP;  RAMAN SPECTROSCOPY;  REACTIVE DYES"	"BLUE DYE;DYE;UNCLASSIFIED DRUG;YELLOW DYE;ARTICLE;CHEMICAL ANALYSIS;CHEMICAL COMPOSITION;CONCENTRATION (PARAMETERS);COTTON;INTERMETHOD COMPARISON;LASER;LIMIT OF DETECTION;MICROSPECTROPHOTOMETRY;PRIORITY JOURNAL;RAMAN SPECTROMETRY;STAINING;ULTRAVIOLET SPECTROPHOTOMETRY"	"MASSONNET, G (REPRINT AUTHOR), UNIV LAUSANNE, IPS, ESC, UNIL SORGE, CH-1015 LAUSANNE, SWITZERLAND; MASSONNET, G; BUZZINI, P; MONARD, F, UNIV LAUSANNE, IPS, ESC, UNIL SORGE, CH-1015 LAUSANNE, SWITZERLAND; JOCHEM, G, BUNDESKRIMINALAMT, D-65203 WIESBADEN, GERMANY; FIDO, L; BELL, S, QUEENS UNIV BELFAST, SCH CHEM \& CHEM ENGN, BELFAST BT9 5AG, ANTRIM, NORTH IRELAND; STAUBER, M, LANDESKRIMINALAMT NORDRHEIN WESTFALEN, D-40221 DUSSELDORF, GERMANY; COYLE, T, FORENS ALLIANCE LTD, CULHAM SCI CTR F5, ABINGDON OX14 3ED, OXON, ENGLAND; ROUX, C; HEMMINGS, J, UNIV TECHNOL SYDNEY, CTR FORENS SCI, SYDNEY, NSW 2007, AUSTRALIA; LEIJENHORST, H; VAN ZANTEN, Z, NETHERLAND FORENS INST, NL-2497 GB THE HAGUE, NETHERLANDS; WIGGINS, K, LONDON LAB, FORENS SCI SERV, LONDON SE1 7LP, ENGLAND; CHABLI, S; SAUNEUF, T, LAB POLICE SCI, F-75001 PARIS, FRANCE; ROSENGARTEN, A, ISRAEL FORENS SCI INST, IL-99875 TZUR HADASAH, ISRAEL; MEILE, C; KETTERER, S, KANTONSPOLIZEI ST GALLEN, FORENS NAT WISSENSCH DIENST, CH-9001 ST GALLEN, SWITZERLAND; BLUMER, A, FORENS INST ZURICH, CH-8004 ZURICH, SWITZERLAND; SMITH, C, CITYZEN LLP, HOVE BN41 1WR, ENGLAND"	"ECOLE DES SCIENCES CRIMINELLES (ESC),INSTITUT DE POLICE SCIENTIFIQUE (IPS),UNIL-SORGE,BATOCHIME,CH-1015 LAUSANNE,SWITZERLAND; BUNDESKRIMINALAMT,KT33 PPELALLEE 45,D-65203 WIESBADEN,GERMANY; QUEENS' UNIVERSITY BELFAST,SCHOOL OF CHEMISTRY AND CHEMICAL ENGINEERING,BELFAST BT9 5AG,UNITED KINGDOM; LANDESKRIMINALAMT NORDRHEIN-WESTFALEN,ABTEILUNG 5,VLKLINGER STRASSE 49,40221 DSSELDORF,GERMANY; FORENSIC ALLIANCE LTD.,F5 CULHAM SCIENCE CENTRE,ABINGDON OX14 3ED,ENGLAND,UNITED KINGDOM; CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY,PO BOX 123,BROADWAY,SYDNEY,NSW 2007,AUSTRALIA; NETHERLAND FORENSIC INSTITUTE,LAAN VAN YPENBURG 6,NL-2497 GB,THE HAGUE,NETHERLANDS; LONDON LABORATORY,FORENSIC SCIENCE SERVICE,109 LAMBETH ROAD,LONDON SE1 7LP,UNITED KINGDOM; LABORATOIRE DE POLICE SCIENTIFIQUE,3 QUAI DE L'HORLOGE,PARIS 75001,FRANCE; ISRAEL FORENSIC SCIENCE INSTITUTE,218 KTALAV STREET,TZUR HADASAH 99875,ISRAEL; KANTONSPOLIZEI ST. GALLEN,FORENSISCH-NATURWISSENSCHAFTLICHER DIENST,KLOSTERHOF 12,9001 ST. GALLEN,SWITZERLAND; FORENSISCHES INSTITUT ZRICH,ZEUGHAUSSTRASSE 11,8004 ZRICH,SWITZERLAND; CITYZEN LLP,MARITIME HOUSE,BASIN ROAD NORTH,HOVE,BN41 1WR,UNITED KINGDOM; CONTACT TRACES LTD.,UNIT 26,EAST CENTRAL 127,MILTON PARK,ABINGDON OX14 4SA,UNITED KINGDOM; LABORATOIRE DE POLICE SCIENTIFIQUE DE MARSEILLE,BP 30-13245,MARSEILLE CEDEX 04,FRANCE; AUSTRALIAN FEDERAL POLICE CHEMICAL CRIMINALISTICS,BARTON,ACT 2006,AUSTRALIA"	"10.1016/j.forsciint.2012.05.025"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"FORENSIC SCIENCE;RAMAN SPECTROSCOPY;MSP;MICROSCOPY;COTTON FIBRES;REACTIVE DYES;DETECTION LIMIT"
"RAMAN SPECTROSCOPY AND THE FORENSIC ANALYSIS OF BLACK/GREY AND BLUE COTTON FIBRES - PART 1. INVESTIGATION OF THE EFFECTS OF VARYING LASER WAVELENGTH"	2005	"THOMAS J;BUZZINI P;MASSONNET G;REEDY BJ;ROUX CP"	"FORENSIC FIBRE ANALYSIS; RAMAN SPECTROSCOPY; REACTIVE DYE; BLUE COTTON; FLUORESCENCE; DEGRADATION; LASER WAVELENGTH"	"IDENTIFICATION; MICROSCOPY"	"BLUE COTTON;  DEGRADATION;  FLUORESCENCE;  FORENSIC FIBRE ANALYSIS;  LASER WAVELENGTH;  RAMAN SPECTROSCOPY;  REACTIVE DYE"	"DYE;ARTICLE;COTTON;FORENSIC IDENTIFICATION;FORENSIC SCIENCE;LASER;PRIORITY JOURNAL;QUALITY CONTROL;RAMAN SPECTROMETRY;SPECTRAL SENSITIVITY"	"THOMAS, J (REPRINT AUTHOR), UNIV TECHNOL SYDNEY, CTR FORENS SCI, POB 123, SYDNEY, NSW 2007, AUSTRALIA; UNIV TECHNOL SYDNEY, CTR FORENS SCI, SYDNEY, NSW 2007, AUSTRALIA; UNIV LAUSANNE, SCH FORENS SCI, BCH, CH-1015 LAUSANNE, SWITZERLAND"	"CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY,SYDNEY,PO BOX 123,BROADWAY,NSW 2007,AUSTRALIA; SCHOOL OF FORENSIC SCIENCE,UNIVERSITY OF LAUSANNE,BCH,LAUSANNE 1015,SWITZERLAND"	"10.1016/j.forsciint.2004.08.009"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"FORENSIC FIBRE ANALYSIS;RAMAN SPECTROSCOPY;REACTIVE DYE;BLUE COTTON;FLUORESCENCE;DEGRADATION;LASER WAVELENGTH"
"RECOGNITION, IDENTIFICATION AND COMPARISON OF ROPE AND TWINE"	1995	"WIGGINS KG"	""	""	"COMPARISON;  CRIMINALISTICS;  FIBRES;  ROPE;  STRUCTURE;  TWINE;  TYPE"	"ARTICLE;FIBER;FORENSIC IDENTIFICATION;STRUCTURE ANALYSIS"	NA	"METROPOLITAN POLICE FORENSIC SCIENCE LABORATORY,109 LAMBETH ROAD,LONDON,SE1 7LP,UNITED KINGDOM"	"10.1016/S1355-0306(95)72628-4"	"SCIENCE AND JUSTICE"	"ARTICLE"	";COMPARISON;CRIMINALISTICS;FIBRES;ROPE;STRUCTURE;TWINE;TYPE"
"RECOVERY OF TRANSFERRED FIBRES"	1991	"LOWRIE CN;JACKSON G"	""	""	"FIBRES;  PERSISTENCE;  RECOVERY"	"ARTICLE;CONTROLLED STUDY;FIBER;FORENSIC IDENTIFICATION;PRIORITY JOURNAL"	NA	"HOME OFFICE FORENSIC SCIENCE LABORATORY,BIRMINGHAM,WEST MIDLANDS B5 6QQ,UNITED KINGDOM; HOME OFFICE FORENSIC SCIENCE LABORATORY,CHORLEY,LANCASHIRE PR7 6HJ,UNITED KINGDOM"	"10.1016/0379-0738(91)90139-A"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	";FIBRES;PERSISTENCE;RECOVERY"
"REFLECTIVE SPECTROSCOPY INVESTIGATIONS OF CLOTHING ITEMS TO SUPPORT LAW ENFORCEMENT, SEARCH AND RESCUE, AND WAR CRIME INVESTIGATIONS"	2019	"BURKE M;DAWSON C;ALLEN CS;BRUM J;ROBERTS J;KREKELER MPS"	"REFLECTIVE SPECTROSCOPY; CLOTHING; HYPERSPECTRAL REMOTE SENSING; INDOOR; AND OUTDOOR CRIME SCENES"	"TRENDS"	"CLOTHING;  HYPERSPECTRAL REMOTE SENSING;  INDOOR AND OUTDOOR CRIME SCENES;  REFLECTIVE SPECTROSCOPY"	"ACRYLIC ACID;CELLULOSE;POLYESTER;ARTICLE;CONTROLLED STUDY;CRIME;GEOLOGICAL TIME;HUMAN;LAW ENFORCEMENT;NEAR INFRARED SPECTROSCOPY;PRIORITY JOURNAL;RADIOMETRY;REFLECTOMETRY;REMOTE SENSING;RESCUE PERSONNEL;ROCK;SOIL;CLOTHING;ENVIRONMENTAL EXPOSURE;FORENSIC SCIENCE;PROCEDURES;RESCUE WORK;SPECTROSCOPY;WAR CRIME;WEATHER;FORENSIC SCIENCES;HUMANS;REMOTE SENSING TECHNOLOGY;SPECTRUM ANALYSIS;WAR CRIMES"	"KREKELER, MPS (REPRINT AUTHOR), MIAMI UNIV HAMILTON, DEPT GEOL \& ENVIRONM EARTH SCI, 1601 UNIV BLVD, HAMILTON, OH 45011 USA; BURKE, MICHELLE; ALLEN, C SCOTT; ROBERTS, JESSICA; KREKELER, MARK P S, MIAMI UNIV HAMILTON, DEPT GEOL \& ENVIRONM EARTH SCI, 1601 UNIV BLVD, HAMILTON, OH 45011 USA; DAWSON, CLAUDIA; BRUM, JARED, MIAMI UNIV, DEPT GEOL \& ENVIRONM EARTH SCI, 250 S PATTERSON AVE,118 SHIDELER HALL, OXFORD, OH 45056 USA"	"DEPARTMENT OF GEOLOGY & ENVIRONMENTAL EARTH SCIENCE,MIAMI UNIVERSITY-HAMILTON,1601 UNIVERSITY BOULEVARD,HAMILTON,OH  45011,UNITED STATES; DEPARTMENT OF GEOLOGY & ENVIRONMENTAL EARTH SCIENCE,MIAMI UNIVERSITY,250 S. PATTERSON AVENUE,118 SHIDELER HALL,OXFORD,OH  45056,UNITED STATES; CONSULTANT FOR DEPARTMENT OF GEOLOGY & ENVIRONMENTAL EARTH SCIENCE,UNITED STATES"	"10.1016/j.forsciint.2019.109945"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"REFLECTIVE SPECTROSCOPY;CLOTHING;HYPERSPECTRAL REMOTE SENSING;INDOOR;AND OUTDOOR CRIME SCENES;INDOOR AND OUTDOOR CRIME SCENES"
"REPRODUCIBILITY OF HIGH-PERFORMANCE THIN-LAYER CHROMATOGRAPHY (HPTLC) IN TEXTILE DYE ANALYSIS"	2018	"GROVES E;PALENIK CS"	"FORENSIC SCIENCE; DYE IDENTIFICATION; TEXTILE DYES; HIGH PERFORMANCE; THIN-LAYER; CHROMATOGRAPHY (HPTLC); REPRODUCIBILITY"	""	"DYE IDENTIFICATION;  FORENSIC SCIENCE;  HIGH PERFORMANCE THIN-LAYER CHROMATOGRAPHY (HPTLC);  REPRODUCIBILITY;  TEXTILE DYES"	"NA"	"GROVES, E (REPRINT AUTHOR), MICROTRACE LLC, 790 FLETCHER DR,SUITE 106, ELGIN, IL 60123 USA; GROVES, ETHAN; PALENIK, SKIP; PALENIK, CHRISTOPHER S, MICROTRACE LLC, 790 FLETCHER DR,SUITE 106, ELGIN, IL 60123 USA"	"MICROTRACE LLC,790 FL,ETC,HER DR.,SUITE 106,ELGIN,IL  60123,UNITED STATES"	"10.1016/j.forc.2018.03.004"	"FORENSIC CHEMISTRY"	"ARTICLE"	"FORENSIC SCIENCE;DYE IDENTIFICATION;TEXTILE DYES;HIGH PERFORMANCE;THIN-LAYER;CHROMATOGRAPHY (HPTLC);REPRODUCIBILITY;HIGH PERFORMANCE THIN-LAYER CHROMATOGRAPHY (HPTLC)"
"RESONANCE RAMAN AND UV-VISIBLE SPECTROSCOPY OF BLACK DYES ON TEXTILES"	2010	"ABBOTT LC;BATCHELOR SN;SMITH JRL;MOORE JN"	"RAMAN SPECTROSCOPY; UV-VISIBLE SPECTROSCOPY; RAMAN MICROSCOPY; DYE; COTTON; FIBRE"	"BIS-AZO DYE; FORENSIC ANALYSIS; COTTON FIBERS; SERRS SPECTROSCOPY;; EVIDENTIAL VALUE; PEN INKS; SCATTERING; BLUE; IDENTIFICATION;; ENVIRONMENT"	"COTTON;  DYE;  FIBRE;  RAMAN MICROSCOPY;  RAMAN SPECTROSCOPY;  UV-VISIBLE SPECTROSCOPY"	"DYE;NYLON;POLYESTER;REACTIVE BLACK 5;UNCLASSIFIED DRUG;ANALYTIC METHOD;ARTICLE;CONTROLLED STUDY;COTTON;FORENSIC SCIENCE;LASER;PRIORITY JOURNAL;RAMAN SPECTROMETRY;SAMPLING;TEXTILE;ULTRAVIOLET SPECTROSCOPY"	"MOORE, JN (REPRINT AUTHOR), UNIV YORK, DEPT CHEM, YORK YO10 5DD, N YORKSHIRE, ENGLAND; ABBOTT, LAURENCE C; SMITH, JOHN R LINDSAY; MOORE, JOHN N, UNIV YORK, DEPT CHEM, YORK YO10 5DD, N YORKSHIRE, ENGLAND; BATCHELOR, STEPHEN N, PORT SUNLIGHT, UNILEVER RES, WIRRAL CH63 3JW, MERSEYSIDE, ENGLAND"	"DEPARTMENT OF CHEMISTRY,THE UNIVERSITY OF YORK,HESLINGTON,YORK YO10 5DD,UNITED KINGDOM; UNILEVER RESEARCH,PORT SUNLIGHT,QUARRY ROAD EAST,BEBINGTON,WIRRAL CH63 3JW,UNITED KINGDOM"	"10.1016/j.forsciint.2010.04.026"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"RAMAN SPECTROSCOPY;UV-VISIBLE SPECTROSCOPY;RAMAN MICROSCOPY;DYE;COTTON;FIBRE"
"SCIENTIFIC FOUNDATIONS AND CURRENT STATE OF TRACE EVIDENCE?A REVIEW"	2020	"TREJOS T;KOCH S;MEHLTRETT A"	"HAIR; FIBER; TAPE; PAINT; GLASS"	"LA-ICP-MS; X-RAY-FLUORESCENCE; PLASMA-MASS SPECTROMETRY; INDUCED; BREAKDOWN SPECTROSCOPY; SOUTH-EASTERN AUSTRALIA; FORENSIC GLASS; ANALYSIS; COLORED TEXTILE FIBERS; REFRACTIVE-INDEX; HUMAN-HAIR;; HEAD-HAIR"	""	""	"MEHLTRETT, A (REPRINT AUTHOR), FED BUR INVEST, LAB DIV, 2501 INVEST PKWY, QUANTICO, VA 22135 USA; TREJOS, TATIANA, WEST VIRGINIA UNIV, DEPT FORENS \& INVEST SCI, MORGANTOWN, WV 26505 USA; KOCH, SANDRA, MCCRONE ASSOCIATES, 850 PASQUINELLI DR, WESTMONT, IL 60559 USA; MEHLTRETT, ANDRIA, FED BUR INVEST, LAB DIV, 2501 INVEST PKWY, QUANTICO, VA 22135 USA"	NA	"10.1016/j.forc.2020.100223"	"FORENSIC CHEMISTRY"	"REVIEW"	"HAIR;FIBER;TAPE;PAINT;GLASS"
"SECONDARY TRANSFER OF FIBRES"	1994	"LOWRIE CN;JACKSON G"	""	""	"FIBRES;  PERSISTENCE;  SECONDARY TRANSFER"	"ARTICLE;CLOTHING;FIBER;FORENSIC SCIENCE;PRIORITY JOURNAL;SEAT"	NA	"HOME OFFICE FORENSIC SCIENCE LABORATORY,BIRMINGHAM,WEST MIDLANDS B5 6QQ,UNITED KINGDOM; HOME OFFICE FORENSIC SCIENCE LABORATORY,CHORLEY,LANCASHIRE PR7 6HJ,UNITED KINGDOM"	"10.1016/0379-0738(94)90215-1"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	";FIBRES;PERSISTENCE;SECONDARY TRANSFER"
"SELECTION OF AN ADHESIVE TAPE SUITABLE FOR FORENSIC FIBER SAMPLING"	2008	"DE WAEL K;GASON F;BAES CAV"	"FORENSIC SCIENCE; FORENSIC FIBER EXAMINATION; SAMPLING TECHNIQUES; TAPE; LIFTING; ADHESIVE TAPE"	"RECOVERY"	"ADHESIVE TAPE;  FORENSIC FIBER EXAMINATION;  FORENSIC SCIENCE;  SAMPLING TECHNIQUES;  TAPE LIFTING"	"ADHESIVE AGENT;ARTICLE;FIBER;FORENSIC MEDICINE;MATERIALS TESTING;PRIORITY JOURNAL;SAMPLING"	"DE WAEL, K (REPRINT AUTHOR), NICC, FIBRES \& TEXTILES LAB, VILVOORDSESTEENWEG 100, B-1120 BRUSSELS, BELGIUM; DE WAEL, KRIS; GASON, FABRICE G C S J; BAES, CHRISTIAAN A V, NICC, FIBRES \& TEXTILES LAB, B-1120 BRUSSELS, BELGIUM"	"FIBRES AND TEXTILES LABORATORY,NATIONAAL INSTITUUT VOOR CRIMINALISTIEK EN CRIMINOLOGIE (NICC),VILVOORDSESTEENWEG 100,B-1120 BRUSSELS,BELGIUM"	"10.1111/j.1556-4029.2007.00628.x"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"FORENSIC SCIENCE;FORENSIC FIBER EXAMINATION;SAMPLING TECHNIQUES;TAPE;LIFTING;ADHESIVE TAPE;TAPE LIFTING"
"SIGNIFICANT FIBER EVIDENCE RECOVERED FROM THE CLOTHING OF A HOMICIDE VICTIM AFTER EXPOSURE TO THE ELEMENTS FOR TWENTY-NINE DAYS"	1994	"SPENCER R"	""	""	"CRIMINAL INVESTIGATION;  CRIMINALISTICS;  FIBERS;  HOMICIDE"	"ADOLESCENT;ARTICLE;ASPHYXIA;CASE REPORT;CAUSE OF DEATH;CHEMICAL COMPOSITION;CLOTHING;FEMALE;FORENSIC SCIENCE;FOURIER TRANSFORMATION;HOMICIDE;HUMAN;INFRARED SPECTROMETRY;MICROPHOTOGRAPHY;MICROSCOPY;MICROSPECTROPHOTOMETRY;PRIORITY JOURNAL;STRANGULATION;COMPARATIVE STUDY;FORENSIC MEDICINE;MALE;TEXTILES;TIME FACTORS;WEATHER"	NA	"DEPT. OF CENTRAL POLICE SERVICES,COUNTY OF ERIE,74 FRANKLIN ST.,BUFFALO,NY 14202,UNITED STATES"	""	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	";CRIMINAL INVESTIGATION;CRIMINALISTICS;FIBERS;HOMICIDE"
"SIMULATING TRANSFER AND PERSISTENCE OF A CHEMICAL MARKER POWDER FOR LYCOPODIUM CLAVATUM SPORES"	2009	"HOWARTH J;COULSON SA;NEWTON A"	"FORENSIC; TRACE CHEMICAL MARKER POWDER; LYCOPODIUM CLAVATUM; DYE-TRAPS; TRANSFER"	"CLOTHING MATERIALS; FORENSIC PALYNOLOGY; CONTACTS; FIBERS; GLASS; WEAR;; FABRICS"	""	""	"NEWTON, A (REPRINT AUTHOR), MT ALBERT SCI CTR, INST ENVIRONM SCI \& RES, HAMPSTEAD RD,PRIVATE BAG 92-021, AUCKLAND, NEW ZEALAND; HOWARTH, JENNIFER; COULSON, SALLY; NEWTON, ANGUS, MT ALBERT SCI CTR, INST ENVIRONM SCI \& RES, AUCKLAND, NEW ZEALAND"	NA	"10.1016/j.forsciint.2009.07.021"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"FORENSIC;TRACE CHEMICAL MARKER POWDER;LYCOPODIUM CLAVATUM;DYE-TRAPS;TRANSFER"
"SINGLE FIBER ANALYSIS BY INTERNAL REFLECTION INFRARED MICROSPECTROSCOPY"	2001	"CHO LL;REFFNER JA;GATEWOOD BM;WETZEL DL;CHO L"	"FORENSIC SCIENCE; INFRARED MICROSPECTROSCOPY FTIR; ATR SINGLE FIBER; SPECTROSCOPY; SURFACE ANALYSIS; NONDESTRUCTIVE FIBER ANALYSIS; INTERNAL; REFLECTION SPECTROSCOPY; IRS"	"SPECTROSCOPY; ATR"	"ATR SINGLE FIBER SPECTROSCOPY;  FORENSIC SCIENCE;  INFRARED MICROSPECTROSCOPY FT-IR;  INTERNAL REFLECTION SPECTROSCOPY;  IRS;  NONDESTRUCTIVE FIBER ANALYSIS;  SURFACE ANALYSIS"	"ARTICLE;FIBER;FORENSIC SCIENCE;INFRARED SPECTROSCOPY;PRIORITY JOURNAL;SURFACE PROPERTY;TEXTILE"	"WETZEL, DL (REPRINT AUTHOR), KANSAS STATE UNIV, MICROBEAN MOL SPECT LAB, SHELLENBERGER HALL, MANHATTAN, KS 66506 USA; KANSAS STATE UNIV, MICROBEAN MOL SPECT LAB, MANHATTAN, KS 66506 USA; KANSAS STATE UNIV, DEPT CLOTHING TEXT \& INTERIOR DESIGN, MANHATTAN, KS 66506 USA; SENSIR TECHNOL, DANBURY, CT USA; CENT POLICE UNIV, DEPT FORENS SCI, TAOYUAN, TAIWAN"	"MICROBEAM MOLEC. SPECTROSCOPY LAB.,SHELLENBERGER HALL,KANSAS STATE UNIVERSITY,MANHATTAN,KS 66506,UNITED STATES"	""	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"FORENSIC SCIENCE;INFRARED MICROSPECTROSCOPY FTIR;ATR SINGLE FIBER;SPECTROSCOPY;SURFACE ANALYSIS;NONDESTRUCTIVE FIBER ANALYSIS;INTERNAL;REFLECTION SPECTROSCOPY;IRS;ATR SINGLE FIBER SPECTROSCOPY;INFRARED MICROSPECTROSCOPY FT-IR;INTERNAL REFLECTION SPECTROSCOPY"
"SOIL EXAMINATION FOR A FORENSIC TRACE EVIDENCE LABORATORY-PART 1: SPECTROSCOPIC TECHNIQUES"	2014	"WOODS B;LENNARD C;KIRKBRIDE KP;ROBERTSON J"	"SOIL; COLOUR; MSP; MUNSELL; IR"	"COLOR; IDENTIFICATION"	"COLOUR;  IR;  MSP;  MUNSELL;  SOIL"	"ADHESIVE AGENT;INK;PAINT;ARTICLE;ATTENUATED TOTAL REFLECTANCE SPECTROSCOPY;CONTROLLED STUDY;FEASIBILITY STUDY;FIBER;INFRARED SPECTROSCOPY;INTERMETHOD COMPARISON;MICROSPECTROPHOTOMETRY;SOIL ANALYSIS;SOIL CHEMISTRY;SOIL COLOR;SOIL COMPOSITION;SOIL EROSION;SOIL PROPERTY;SOIL QUALITY;SPECTROSCOPY"	"WOODS, B (REPRINT AUTHOR), AUSTRALIAN FED POLICE, CHEM CRIMINALIST TEAM, CANBERRA, ACT 2611, AUSTRALIA; WOODS, BRENDA, AUSTRALIAN FED POLICE, CHEM CRIMINALIST TEAM, CANBERRA, ACT 2611, AUSTRALIA; WOODS, BRENDA; ROBERTSON, JAMES, UNIV CANBERRA, NATL CTR FORENS STUDIES, CANBERRA, ACT 2601, AUSTRALIA; LENNARD, CHRIS, UNIV WESTERN SYDNEY, SCH SCI \& HLTH, RICHMOND, NSW, AUSTRALIA; KIRKBRIDE, K PAUL, FLINDERS UNIV S AUSTRALIA, SCH CHEM \& PHYS SCI, ADELAIDE, SA 5001, AUSTRALIA"	"CHEMICAL CRIMINALISTICS TEAM,FORENSICS,AUSTRALIAN FEDERAL POLICE,CANBERRA,ACT,AUSTRALIA; NATIONAL CENTRE FOR FORENSIC STUDIES,UNIVERSITY OF CANBERRA,AUSTRALIA; SCHOOL OF SCIENCE AND HEALTH,UNIVERSITY OF WESTERN SYDNEY,RICHMOND,NSW,AUSTRALIA; SCHOOL OF CHEMICAL AND PHYSICAL SCIENCES,FLINDERS UNIVERSITY,ADELAIDE,SA,AUSTRALIA"	"10.1016/j.forsciint.2014.08.009"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"SOIL;COLOUR;MSP;MUNSELL;IR"
"SOIL TRANSFERENCE PATTERNS ON BRAS: IMAGE PROCESSING AND LABORATORY DRAGGING EXPERIMENTS"	2016	"MURRAY KR;FITZPATRICK RW;BOTTRILL RS;BERRY R;KOBUS H"	"FORENSIC; SOIL; TRANSFERENCE; DRAGGING; CLOTHING-FABRIC; IMAGE-PROCESSING"	"X-RAY-DIFFRACTION; SIMULATED CONTACTS; CLOTHING MATERIALS; PERSISTENCE;; FIBERS; WEAR"	""	""	"MURRAY, KR (REPRINT AUTHOR), UNIV ADELAIDE, SCH BIOL SCI, ADELAIDE, SA 5005, AUSTRALIA; MURRAY, KATHLEEN R; FITZPATRICK, ROBERT W, UNIV ADELAIDE, SCH BIOL SCI, ADELAIDE, SA 5005, AUSTRALIA; MURRAY, KATHLEEN R; FITZPATRICK, ROBERT W; BOTTRILL, RALPH S; KOBUS, HILTON, CSIRO LAND \& WATER, CTR AUSTRALIAN FORENS SOIL SCI, URRBRAE, SA 5064, AUSTRALIA; BOTTRILL, RALPH S, MINERAL RESOURCES TASMANIA, ROSNY PK, TAS 7018, AUSTRALIA; BERRY, RON, UNIV TASMANIA, SCH PHYS SCI, CODES, SANDY BAY, TAS 7005, AUSTRALIA; KOBUS, HILTON, FLINDERS UNIV S AUSTRALIA, FORENS SCI RES CTR, ADELAIDE, SA 5001, AUSTRALIA"	NA	"10.1016/j.forsciint.2015.10.009"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"FORENSIC;SOIL;TRANSFERENCE;DRAGGING;CLOTHING-FABRIC;IMAGE-PROCESSING"
